group,n,mae,mae_ci_lower,mae_ci_upper,mse,mse_ci_lower,mse_ci_upper,r2,r2_ci_lower,r2_ci_upper,set,target,n_cov,cov,race_adj,model
All,1785,171.13,162.34,179.93,68738.78,60636.23,76584.45,0.88,0.87,0.90,nh4,fev1,6,waist_circ,True,xgboost
white,633,169.94,154.44,186.31,70607.67,55750.47,86907.03,0.89,0.87,0.92,nh4,fev1,6,waist_circ,True,xgboost
black,372,173.47,154.90,193.48,71262.98,55913.34,87429.64,0.83,0.78,0.87,nh4,fev1,6,waist_circ,True,xgboost
asian,88,161.41,128.09,195.92,53585.75,33298.92,78067.57,0.88,0.80,0.93,nh4,fev1,6,waist_circ,True,xgboost
hispanic,629,168.64,154.45,184.35,66278.77,53919.08,79527.91,0.87,0.85,0.90,nh4,fev1,6,waist_circ,True,xgboost
other,63,198.81,154.61,243.17,72112.66,43370.20,103364.43,0.84,0.76,0.91,nh4,fev1,6,waist_circ,True,xgboost
All,1007,341.53,326.05,358.70,189582.70,172460.12,209395.08,0.66,0.62,0.70,nh_val,fev1,7,immigrant,True,xgboost
white,399,348.49,320.89,375.54,199376.34,165444.01,235491.03,0.68,0.63,0.74,nh_val,fev1,7,immigrant,True,xgboost
black,222,336.79,299.50,376.01,190136.11,150001.15,235986.03,0.51,0.39,0.62,nh_val,fev1,7,immigrant,True,xgboost
asian,26,360.06,273.12,468.15,187738.32,107238.29,293628.46,0.21,-0.45,0.57,nh_val,fev1,7,immigrant,True,xgboost
hispanic,315,328.02,301.93,355.53,171337.67,146235.53,197975.39,0.68,0.62,0.73,nh_val,fev1,7,immigrant,True,xgboost
other,45,383.14,310.51,458.48,222254.26,153859.58,295621.03,0.51,0.24,0.69,nh_val,fev1,7,immigrant,True,xgboost
All,144198,390.49,388.83,392.09,254070.93,251869.07,256234.52,0.51,0.51,0.52,ukb,fev1,7,immigrant,True,xgboost
white,136520,389.78,388.00,391.51,253334.08,251081.65,255661.37,0.51,0.50,0.51,ukb,fev1,7,immigrant,True,xgboost
black,1963,384.68,370.86,399.34,251467.38,232730.27,272079.45,0.36,0.30,0.42,ukb,fev1,7,immigrant,True,xgboost
asian,3389,384.86,375.30,395.21,239697.14,225415.65,255452.99,0.39,0.35,0.42,ukb,fev1,7,immigrant,True,xgboost
other,2326,444.55,429.78,460.09,320823.47,301652.56,343165.92,0.35,0.30,0.40,ukb,fev1,7,immigrant,True,xgboost
All,1569,158.87,149.76,168.39,61462.09,53921.01,69667.32,0.89,0.88,0.91,nh3,fev1,7,immigrant,True,xgboost
white,697,153.47,139.36,167.50,57056.00,46490.16,68693.48,0.91,0.89,0.93,nh3,fev1,7,immigrant,True,xgboost
black,367,164.36,144.98,185.06,65672.83,47964.70,87380.33,0.88,0.83,0.91,nh3,fev1,7,immigrant,True,xgboost
hispanic,420,159.15,140.98,179.24,62349.42,47476.78,78388.33,0.87,0.84,0.90,nh3,fev1,7,immigrant,True,xgboost
other,85,173.72,134.88,217.14,72069.84,43276.72,105212.69,0.84,0.72,0.92,nh3,fev1,7,immigrant,True,xgboost
All,1785,171.47,162.09,180.89,72740.57,63350.85,82220.88,0.87,0.86,0.89,nh4,fev1,7,immigrant,True,xgboost
white,633,176.90,159.76,195.51,82748.34,63558.83,108296.92,0.87,0.84,0.90,nh4,fev1,7,immigrant,True,xgboost
black,372,163.60,144.84,184.21,68878.79,52267.98,87608.10,0.83,0.78,0.88,nh4,fev1,7,immigrant,True,xgboost
asian,88,195.85,157.26,236.47,74577.25,44626.88,110680.76,0.83,0.73,0.91,nh4,fev1,7,immigrant,True,xgboost
hispanic,629,162.37,148.39,176.07,61227.52,50595.58,72527.42,0.88,0.86,0.91,nh4,fev1,7,immigrant,True,xgboost
other,63,210.32,158.34,268.33,94848.26,52854.57,145947.64,0.79,0.67,0.89,nh4,fev1,7,immigrant,True,xgboost
All,1007,334.48,319.56,351.88,181752.07,165298.48,200288.48,0.67,0.63,0.71,nh_val,fev1,8,inc_pov_bin,True,xgboost
white,399,336.53,310.74,363.28,187683.30,155985.91,222038.54,0.70,0.65,0.76,nh_val,fev1,8,inc_pov_bin,True,xgboost
black,222,355.42,318.23,393.75,203141.42,163324.71,245769.69,0.48,0.35,0.58,nh_val,fev1,8,inc_pov_bin,True,xgboost
asian,26,319.33,239.32,408.39,148515.29,85542.66,225937.02,0.38,-0.09,0.67,nh_val,fev1,8,inc_pov_bin,True,xgboost
hispanic,315,312.77,287.95,340.34,159272.06,135888.83,185418.44,0.70,0.64,0.75,nh_val,fev1,8,inc_pov_bin,True,xgboost
other,45,375.79,312.43,443.26,194587.16,144159.35,254097.82,0.57,0.32,0.71,nh_val,fev1,8,inc_pov_bin,True,xgboost
All,144198,386.70,385.15,388.18,249547.36,247415.30,251635.79,0.52,0.52,0.53,ukb,fev1,8,inc_pov_bin,True,xgboost
white,136520,386.21,384.56,387.89,249047.52,246702.82,251364.73,0.52,0.51,0.52,ukb,fev1,8,inc_pov_bin,True,xgboost
black,1963,371.92,358.47,386.05,237692.82,220056.42,258324.01,0.40,0.34,0.45,ukb,fev1,8,inc_pov_bin,True,xgboost
asian,3389,378.88,368.28,389.25,235055.38,220699.78,250684.74,0.40,0.36,0.44,ukb,fev1,8,inc_pov_bin,True,xgboost
other,2326,439.41,425.94,453.65,310458.26,291715.23,330578.87,0.37,0.32,0.42,ukb,fev1,8,inc_pov_bin,True,xgboost
All,1569,156.23,148.06,165.57,59138.66,52017.93,67212.19,0.90,0.88,0.91,nh3,fev1,8,inc_pov_bin,True,xgboost
white,697,149.56,135.74,163.73,54116.57,43905.47,64976.60,0.91,0.89,0.93,nh3,fev1,8,inc_pov_bin,True,xgboost
black,367,167.08,147.41,188.15,68599.07,50896.52,88067.98,0.87,0.83,0.91,nh3,fev1,8,inc_pov_bin,True,xgboost
hispanic,420,153.86,136.77,170.83,57105.13,41875.39,73663.00,0.88,0.85,0.91,nh3,fev1,8,inc_pov_bin,True,xgboost
other,85,173.54,134.94,216.89,68086.59,41792.58,100089.92,0.85,0.74,0.93,nh3,fev1,8,inc_pov_bin,True,xgboost
All,1785,172.22,163.27,181.74,70992.74,62327.12,80077.34,0.88,0.86,0.89,nh4,fev1,8,inc_pov_bin,True,xgboost
white,633,173.70,156.78,191.15,79108.08,60607.95,102548.83,0.88,0.84,0.91,nh4,fev1,8,inc_pov_bin,True,xgboost
black,372,177.26,157.46,197.82,75978.79,58407.08,95208.06,0.82,0.76,0.86,nh4,fev1,8,inc_pov_bin,True,xgboost
asian,88,176.33,142.20,213.86,61715.09,39044.73,88793.17,0.86,0.78,0.92,nh4,fev1,8,inc_pov_bin,True,xgboost
hispanic,629,163.82,150.23,177.95,59525.86,50000.31,70258.18,0.89,0.86,0.91,nh4,fev1,8,inc_pov_bin,True,xgboost
other,63,195.55,151.44,244.12,76129.55,47019.31,109204.40,0.84,0.75,0.91,nh4,fev1,8,inc_pov_bin,True,xgboost
All,1007,338.35,323.22,353.94,184080.27,168257.36,200969.75,0.67,0.63,0.70,nh_val,fev1,9,hs_grad,True,xgboost
white,399,337.58,312.81,361.52,182088.62,157201.55,207866.57,0.71,0.66,0.76,nh_val,fev1,9,hs_grad,True,xgboost
black,222,355.85,318.29,395.32,205013.61,164605.17,248392.91,0.47,0.34,0.58,nh_val,fev1,9,hs_grad,True,xgboost
asian,26,321.45,238.50,421.03,158098.05,83849.34,270857.84,0.36,-0.06,0.65,nh_val,fev1,9,hs_grad,True,xgboost
hispanic,315,323.83,298.84,351.69,169767.61,144836.69,198641.23,0.68,0.62,0.74,nh_val,fev1,9,hs_grad,True,xgboost
other,45,370.90,298.05,448.95,206246.34,135234.04,288968.07,0.54,0.23,0.72,nh_val,fev1,9,hs_grad,True,xgboost
All,144198,388.81,387.20,390.40,250589.81,248492.90,252721.22,0.52,0.51,0.52,ukb,fev1,9,hs_grad,True,xgboost
white,136520,387.77,386.16,389.42,249494.61,247236.12,251768.74,0.51,0.51,0.52,ukb,fev1,9,hs_grad,True,xgboost
black,1963,384.49,370.65,399.13,248274.67,229666.16,268724.13,0.37,0.31,0.43,ukb,fev1,9,hs_grad,True,xgboost
asian,3389,394.33,384.07,404.99,251431.31,237335.50,267323.93,0.36,0.32,0.40,ukb,fev1,9,hs_grad,True,xgboost
other,2326,443.88,430.30,458.58,315011.58,296624.27,336133.83,0.36,0.31,0.41,ukb,fev1,9,hs_grad,True,xgboost
All,1569,155.57,146.72,165.44,59435.80,52027.38,67620.56,0.90,0.88,0.91,nh3,fev1,9,hs_grad,True,xgboost
white,697,149.44,136.17,162.88,54129.98,44453.33,64563.09,0.91,0.89,0.93,nh3,fev1,9,hs_grad,True,xgboost
black,367,167.05,145.73,189.47,68138.72,50652.75,88782.28,0.87,0.83,0.91,nh3,fev1,9,hs_grad,True,xgboost
hispanic,420,155.30,137.24,173.70,60710.63,44948.51,78011.39,0.88,0.84,0.91,nh3,fev1,9,hs_grad,True,xgboost
other,85,153.73,117.54,193.69,57037.73,33417.47,86688.50,0.87,0.77,0.94,nh3,fev1,9,hs_grad,True,xgboost
All,1785,167.95,158.78,177.11,69525.05,61298.23,77712.67,0.88,0.86,0.89,nh4,fev1,9,hs_grad,True,xgboost
white,633,176.01,160.06,193.75,75684.44,61335.02,92753.60,0.88,0.86,0.91,nh4,fev1,9,hs_grad,True,xgboost
black,372,168.50,148.10,189.21,73543.73,55329.92,94138.10,0.82,0.76,0.87,nh4,fev1,9,hs_grad,True,xgboost
asian,88,166.41,131.57,205.78,61680.73,35183.01,96701.78,0.86,0.78,0.92,nh4,fev1,9,hs_grad,True,xgboost
hispanic,629,155.24,141.39,168.79,58671.82,47885.67,69730.90,0.89,0.86,0.91,nh4,fev1,9,hs_grad,True,xgboost
other,63,200.82,149.88,257.22,92098.03,47886.23,149460.82,0.80,0.64,0.90,nh4,fev1,9,hs_grad,True,xgboost
All,1007,335.08,320.71,351.46,181144.92,165457.28,199013.30,0.67,0.64,0.71,nh_val,fev1,10,smoke_exposure,True,xgboost
white,399,336.70,310.43,361.47,185752.33,155432.46,217053.08,0.71,0.65,0.76,nh_val,fev1,10,smoke_exposure,True,xgboost
black,222,343.50,307.78,381.41,191532.33,152073.73,236133.13,0.51,0.39,0.61,nh_val,fev1,10,smoke_exposure,True,xgboost
asian,26,336.06,258.07,417.16,157016.36,100424.47,224583.12,0.33,-0.33,0.65,nh_val,fev1,10,smoke_exposure,True,xgboost
hispanic,315,321.10,295.82,346.45,167388.74,143599.28,193214.32,0.69,0.63,0.74,nh_val,fev1,10,smoke_exposure,True,xgboost
other,45,376.27,316.20,444.60,192437.12,141677.25,255321.46,0.57,0.36,0.70,nh_val,fev1,10,smoke_exposure,True,xgboost
All,144198,389.52,387.93,391.03,253729.89,251489.54,255846.18,0.51,0.51,0.52,ukb,fev1,10,smoke_exposure,True,xgboost
white,136520,388.74,387.05,390.41,252985.60,250712.14,255388.89,0.51,0.50,0.51,ukb,fev1,10,smoke_exposure,True,xgboost
black,1963,387.11,372.97,401.45,251106.15,232831.11,271454.89,0.36,0.30,0.42,ukb,fev1,10,smoke_exposure,True,xgboost
asian,3389,385.48,375.30,395.93,241945.62,227179.15,257142.08,0.38,0.34,0.42,ukb,fev1,10,smoke_exposure,True,xgboost
other,2326,442.62,428.91,457.93,317433.44,297885.88,339037.42,0.36,0.31,0.41,ukb,fev1,10,smoke_exposure,True,xgboost
All,1569,153.50,144.69,162.81,58757.64,51367.63,66865.97,0.90,0.88,0.91,nh3,fev1,10,smoke_exposure,True,xgboost
white,697,148.22,134.91,161.98,54664.17,44548.49,65763.96,0.91,0.89,0.93,nh3,fev1,10,smoke_exposure,True,xgboost
black,367,163.89,143.76,184.69,66424.51,49367.59,86149.22,0.87,0.83,0.91,nh3,fev1,10,smoke_exposure,True,xgboost
hispanic,420,152.71,135.22,171.00,59123.51,44956.82,74309.49,0.88,0.85,0.91,nh3,fev1,10,smoke_exposure,True,xgboost
other,85,152.80,116.69,191.01,55719.30,32694.65,81149.18,0.88,0.79,0.94,nh3,fev1,10,smoke_exposure,True,xgboost
All,1785,167.23,158.05,176.37,68643.61,59962.35,77108.85,0.88,0.87,0.90,nh4,fev1,10,smoke_exposure,True,xgboost
white,633,170.18,154.18,188.66,75615.87,58442.25,97522.42,0.88,0.85,0.91,nh4,fev1,10,smoke_exposure,True,xgboost
black,372,162.79,143.88,182.49,67838.59,50902.60,86123.70,0.84,0.78,0.88,nh4,fev1,10,smoke_exposure,True,xgboost
asian,88,180.68,144.60,219.84,63597.58,40619.77,89245.06,0.85,0.77,0.91,nh4,fev1,10,smoke_exposure,True,xgboost
hispanic,629,159.38,145.81,173.75,59800.46,48897.62,70958.93,0.89,0.86,0.91,nh4,fev1,10,smoke_exposure,True,xgboost
other,63,210.31,160.19,258.63,86631.11,53159.71,123903.39,0.81,0.72,0.89,nh4,fev1,10,smoke_exposure,True,xgboost
All,1007,300.28,287.21,315.45,148144.79,135058.27,162938.42,0.73,0.70,0.76,nh_val,fev1,4,GLI global,True,gli_global
white,399,310.26,286.12,335.12,160289.24,135643.67,185947.65,0.75,0.70,0.79,nh_val,fev1,4,GLI global,True,gli_global
black,222,299.04,266.14,331.88,148658.19,119417.21,179092.88,0.62,0.53,0.70,nh_val,fev1,4,GLI global,True,gli_global
asian,26,264.54,180.41,353.74,116925.53,58972.25,189248.41,0.52,0.14,0.74,nh_val,fev1,4,GLI global,True,gli_global
hispanic,315,282.10,258.73,305.97,129201.58,108186.29,151821.61,0.76,0.71,0.80,nh_val,fev1,4,GLI global,True,gli_global
other,45,366.66,300.63,433.98,186375.81,137367.32,245097.04,0.58,0.30,0.76,nh_val,fev1,4,GLI global,True,gli_global
All,144198,341.81,340.34,343.22,197055.18,195181.81,198828.99,0.62,0.62,0.63,ukb,fev1,4,GLI global,True,gli_global
white,136520,339.41,338.05,340.89,194721.84,192933.12,196576.90,0.62,0.62,0.63,ukb,fev1,4,GLI global,True,gli_global
black,1963,376.43,364.19,389.04,224636.56,210111.63,241489.47,0.43,0.38,0.48,ukb,fev1,4,GLI global,True,gli_global
asian,3389,366.68,356.83,376.33,214884.91,202695.32,228242.38,0.45,0.42,0.48,ukb,fev1,4,GLI global,True,gli_global
other,2326,417.36,404.22,430.87,286111.71,268584.88,305008.88,0.42,0.37,0.47,ukb,fev1,4,GLI global,True,gli_global
All,1569,307.51,296.14,319.60,155701.15,144118.13,168089.40,0.73,0.71,0.75,nh3,fev1,4,GLI global,True,gli_global
white,697,291.73,273.72,309.46,142712.49,125814.69,161567.38,0.77,0.74,0.80,nh3,fev1,4,GLI global,True,gli_global
black,367,324.28,297.24,351.50,174275.95,148078.77,201979.09,0.67,0.62,0.72,nh3,fev1,4,GLI global,True,gli_global
hispanic,420,295.95,275.31,318.15,139442.25,120574.38,160314.02,0.72,0.67,0.76,nh3,fev1,4,GLI global,True,gli_global
other,85,421.72,362.44,483.29,263175.60,201792.38,332232.79,0.43,0.14,0.64,nh3,fev1,4,GLI global,True,gli_global
All,1785,305.66,293.92,316.76,152866.79,141925.60,163351.31,0.73,0.71,0.76,nh4,fev1,4,GLI global,True,gli_global
white,633,311.94,293.05,329.94,158211.06,141142.33,175270.18,0.76,0.72,0.79,nh4,fev1,4,GLI global,True,gli_global
black,372,316.11,290.85,342.40,164305.40,138894.57,192391.86,0.60,0.53,0.66,nh4,fev1,4,GLI global,True,gli_global
asian,88,323.30,269.70,377.10,172357.96,123663.95,228123.24,0.61,0.47,0.71,nh4,fev1,4,GLI global,True,gli_global
hispanic,629,281.89,265.13,298.71,130396.98,115612.73,145766.49,0.75,0.71,0.78,nh4,fev1,4,GLI global,True,gli_global
other,63,387.07,326.13,448.83,221692.54,165803.25,282320.25,0.52,0.29,0.69,nh4,fev1,4,GLI global,True,gli_global
All,1007,390.01,369.67,409.58,252519.95,227973.26,277264.59,0.55,0.49,0.60,nh_val,fev1,3,height,False,xgboost
white,399,381.53,352.52,413.23,243057.66,204739.73,288004.70,0.62,0.54,0.68,nh_val,fev1,3,height,False,xgboost
black,222,454.07,407.02,502.99,339676.26,275756.62,407521.16,0.13,-0.10,0.31,nh_val,fev1,3,height,False,xgboost
asian,26,290.03,191.49,410.60,164393.98,68993.06,315362.82,0.32,-0.37,0.74,nh_val,fev1,3,height,False,xgboost
hispanic,315,357.32,328.51,389.66,204686.71,175463.07,238085.90,0.62,0.54,0.68,nh_val,fev1,3,height,False,xgboost
other,45,428.64,341.23,521.60,282180.36,173320.92,422159.69,0.39,0.16,0.59,nh_val,fev1,3,height,False,xgboost
All,144198,394.40,392.67,396.08,264933.34,262508.94,267353.13,0.49,0.49,0.50,ukb,fev1,3,height,False,xgboost
white,136520,387.00,385.33,388.72,256055.96,253602.83,258494.64,0.50,0.50,0.51,ukb,fev1,3,height,False,xgboost
black,1963,576.77,559.58,593.99,494917.65,467746.36,524940.67,-0.25,-0.37,-0.15,ukb,fev1,3,height,False,xgboost
asian,3389,564.10,551.42,577.04,461363.50,441695.43,482035.78,-0.18,-0.26,-0.11,ukb,fev1,3,height,False,xgboost
other,2326,427.03,413.32,440.76,306161.47,286821.15,325938.18,0.38,0.34,0.43,ukb,fev1,3,height,False,xgboost
All,1569,249.90,238.78,261.00,114569.68,104196.48,126325.95,0.80,0.78,0.82,nh3,fev1,3,height,False,xgboost
white,697,235.61,220.10,252.59,104252.33,88858.85,120821.45,0.83,0.80,0.86,nh3,fev1,3,height,False,xgboost
black,367,295.44,269.69,321.08,155327.65,126590.68,185455.25,0.70,0.63,0.77,nh3,fev1,3,height,False,xgboost
hispanic,420,227.77,208.07,248.36,93561.47,78119.49,110710.80,0.81,0.77,0.84,nh3,fev1,3,height,False,xgboost
other,85,279.71,234.61,329.98,128339.49,93567.83,169814.82,0.72,0.56,0.84,nh3,fev1,3,height,False,xgboost
All,1785,258.79,248.49,270.62,129073.21,116876.59,142612.42,0.78,0.75,0.80,nh4,fev1,3,height,False,xgboost
white,633,251.76,233.92,270.93,123916.23,103924.78,148285.88,0.81,0.77,0.84,nh4,fev1,3,height,False,xgboost
black,372,308.61,281.09,338.76,181607.34,147979.97,217402.82,0.56,0.45,0.65,nh4,fev1,3,height,False,xgboost
asian,88,259.41,213.76,307.89,119202.32,77660.83,171746.10,0.73,0.58,0.83,nh4,fev1,3,height,False,xgboost
hispanic,629,232.41,216.57,249.19,100281.39,86445.74,114577.42,0.81,0.78,0.84,nh4,fev1,3,height,False,xgboost
other,63,289.48,227.49,360.85,162396.10,89486.96,271743.80,0.65,0.46,0.81,nh4,fev1,3,height,False,xgboost
All,1007,371.42,354.18,389.76,225499.08,205524.64,246295.54,0.59,0.55,0.64,nh_val,fev1,4,sit_height,False,xgboost
white,399,370.94,341.49,400.17,225801.19,192772.06,261443.96,0.64,0.58,0.69,nh_val,fev1,4,sit_height,False,xgboost
black,222,412.75,370.08,457.27,278894.91,225971.04,337537.92,0.28,0.09,0.44,nh_val,fev1,4,sit_height,False,xgboost
asian,26,354.67,278.57,444.83,177650.57,100458.89,287298.02,0.26,-0.30,0.63,nh_val,fev1,4,sit_height,False,xgboost
hispanic,315,340.79,314.39,369.38,190734.78,162209.97,223307.97,0.64,0.57,0.71,nh_val,fev1,4,sit_height,False,xgboost
other,45,383.03,308.57,463.85,220854.18,145555.02,314633.47,0.52,0.31,0.67,nh_val,fev1,4,sit_height,False,xgboost
All,144198,391.98,390.29,393.61,259712.35,257478.15,261873.39,0.50,0.50,0.51,ukb,fev1,4,sit_height,False,xgboost
white,136520,386.47,384.78,388.20,253274.12,250893.71,255734.31,0.51,0.50,0.51,ukb,fev1,4,sit_height,False,xgboost
black,1963,501.92,485.16,518.73,394541.07,369396.88,420270.18,0.00,-0.09,0.08,ukb,fev1,4,sit_height,False,xgboost
asian,3389,538.31,525.73,550.74,425706.94,406158.95,445104.34,-0.09,-0.17,-0.02,ukb,fev1,4,sit_height,False,xgboost
other,2326,409.95,396.65,424.36,282241.73,263407.12,302031.35,0.43,0.38,0.47,ukb,fev1,4,sit_height,False,xgboost
All,1569,196.89,187.14,207.45,81769.80,72924.83,92260.98,0.86,0.84,0.88,nh3,fev1,4,sit_height,False,xgboost
white,697,196.16,180.06,212.19,80907.72,67257.88,95384.64,0.87,0.84,0.89,nh3,fev1,4,sit_height,False,xgboost
black,367,211.66,189.72,236.13,96188.16,74961.19,123308.83,0.82,0.75,0.86,nh3,fev1,4,sit_height,False,xgboost
hispanic,420,183.97,165.66,204.07,71589.97,55426.04,88901.54,0.86,0.82,0.89,nh3,fev1,4,sit_height,False,xgboost
other,85,200.77,164.18,240.96,74625.66,49589.35,102232.36,0.84,0.72,0.92,nh3,fev1,4,sit_height,False,xgboost
All,1785,221.37,211.40,231.72,101604.04,91277.31,111973.92,0.82,0.80,0.84,nh4,fev1,4,sit_height,False,xgboost
white,633,215.54,198.79,234.61,99721.58,82422.55,119519.04,0.85,0.81,0.88,nh4,fev1,4,sit_height,False,xgboost
black,372,251.79,227.52,278.01,132842.71,106472.37,161637.15,0.68,0.58,0.75,nh4,fev1,4,sit_height,False,xgboost
asian,88,251.14,212.59,291.99,101051.40,70197.97,140054.40,0.77,0.65,0.86,nh4,fev1,4,sit_height,False,xgboost
hispanic,629,204.03,188.35,219.19,83527.78,69647.75,99040.47,0.84,0.81,0.87,nh4,fev1,4,sit_height,False,xgboost
other,63,228.15,175.54,290.21,111493.60,58242.42,183982.28,0.76,0.63,0.87,nh4,fev1,4,sit_height,False,xgboost
All,1007,367.41,350.39,385.13,220577.86,202151.59,241700.17,0.60,0.56,0.64,nh_val,fev1,5,waist_circ,False,xgboost
white,399,368.27,337.12,397.91,224521.44,186837.92,265201.92,0.64,0.58,0.71,nh_val,fev1,5,waist_circ,False,xgboost
black,222,392.24,353.06,430.71,244959.29,199382.83,289669.33,0.37,0.21,0.50,nh_val,fev1,5,waist_circ,False,xgboost
asian,26,339.16,240.19,456.40,194990.30,102009.49,310973.22,0.16,-0.75,0.66,nh_val,fev1,5,waist_circ,False,xgboost
hispanic,315,346.83,317.65,378.00,201190.73,167054.43,237374.34,0.62,0.55,0.69,nh_val,fev1,5,waist_circ,False,xgboost
other,45,388.95,326.27,455.86,203968.58,144518.59,274945.47,0.55,0.27,0.71,nh_val,fev1,5,waist_circ,False,xgboost
All,144198,395.44,393.83,397.07,261053.65,258855.07,263401.48,0.50,0.49,0.50,ukb,fev1,5,waist_circ,False,xgboost
white,136520,388.53,386.92,390.29,252681.76,250293.35,254991.92,0.51,0.50,0.51,ukb,fev1,5,waist_circ,False,xgboost
black,1963,529.21,512.70,546.09,427092.50,400983.39,455232.28,-0.08,-0.18,0.01,ukb,fev1,5,waist_circ,False,xgboost
asian,3389,576.11,562.74,588.89,478096.33,457112.34,499821.06,-0.23,-0.31,-0.14,ukb,fev1,5,waist_circ,False,xgboost
other,2326,426.56,413.37,440.50,298355.69,279789.31,318744.51,0.40,0.35,0.44,ukb,fev1,5,waist_circ,False,xgboost
All,1569,169.68,159.62,180.30,70495.16,60930.54,80215.43,0.88,0.86,0.90,nh3,fev1,5,waist_circ,False,xgboost
white,697,167.99,152.46,183.63,71513.62,57256.31,87667.51,0.88,0.86,0.91,nh3,fev1,5,waist_circ,False,xgboost
black,367,177.77,157.89,198.38,75518.63,57916.39,94698.27,0.86,0.81,0.89,nh3,fev1,5,waist_circ,False,xgboost
hispanic,420,164.53,146.04,184.38,66014.25,47233.73,89796.28,0.87,0.82,0.90,nh3,fev1,5,waist_circ,False,xgboost
other,85,168.09,134.30,206.77,58716.44,38625.41,82393.85,0.87,0.77,0.93,nh3,fev1,5,waist_circ,False,xgboost
All,1785,193.33,182.89,203.75,87915.72,77585.53,98622.49,0.85,0.83,0.87,nh4,fev1,5,waist_circ,False,xgboost
white,633,190.22,172.68,208.87,87521.63,69868.30,109868.65,0.87,0.83,0.89,nh4,fev1,5,waist_circ,False,xgboost
black,372,212.01,189.10,235.14,103782.22,81788.73,129912.20,0.75,0.67,0.81,nh4,fev1,5,waist_circ,False,xgboost
asian,88,205.66,166.61,252.68,85410.46,53016.10,123494.34,0.80,0.66,0.90,nh4,fev1,5,waist_circ,False,xgboost
hispanic,629,180.94,164.74,196.94,77456.15,63082.71,92475.04,0.85,0.82,0.88,nh4,fev1,5,waist_circ,False,xgboost
other,63,215.78,163.41,271.37,97695.95,56108.42,153286.44,0.79,0.63,0.89,nh4,fev1,5,waist_circ,False,xgboost
All,1007,366.92,351.71,384.05,212144.22,194970.87,231808.62,0.62,0.58,0.66,nh_val,fev1,6,immigrant,False,xgboost
white,399,358.72,328.93,388.39,208670.19,174650.63,244280.31,0.67,0.61,0.72,nh_val,fev1,6,immigrant,False,xgboost
black,222,404.07,367.16,442.64,247921.64,205441.65,296400.34,0.36,0.21,0.49,nh_val,fev1,6,immigrant,False,xgboost
asian,26,292.61,206.52,397.27,150903.98,77089.92,243019.50,0.36,-0.19,0.71,nh_val,fev1,6,immigrant,False,xgboost
hispanic,315,356.10,328.67,383.00,197676.63,168429.08,226785.03,0.63,0.57,0.69,nh_val,fev1,6,immigrant,False,xgboost
other,45,370.43,305.88,440.03,196559.72,135901.77,263978.46,0.56,0.33,0.72,nh_val,fev1,6,immigrant,False,xgboost
All,144198,395.77,394.16,397.37,260618.67,258327.20,262795.43,0.50,0.49,0.50,ukb,fev1,6,immigrant,False,xgboost
white,136520,389.83,388.13,391.54,253629.87,251218.77,255964.17,0.51,0.50,0.51,ukb,fev1,6,immigrant,False,xgboost
black,1963,511.42,494.39,527.88,406151.74,378359.73,433443.71,-0.03,-0.12,0.06,ukb,fev1,6,immigrant,False,xgboost
asian,3389,549.91,537.07,562.18,437035.89,417566.11,455577.46,-0.12,-0.20,-0.04,ukb,fev1,6,immigrant,False,xgboost
other,2326,420.86,407.77,434.33,289508.41,272168.63,308712.88,0.42,0.37,0.46,ukb,fev1,6,immigrant,False,xgboost
All,1569,173.40,163.95,183.30,70378.86,61742.93,79516.39,0.88,0.86,0.90,nh3,fev1,6,immigrant,False,xgboost
white,697,170.36,155.55,186.72,69924.60,56276.51,84783.39,0.89,0.86,0.91,nh3,fev1,6,immigrant,False,xgboost
black,367,183.76,163.04,205.98,76115.73,58598.77,98595.82,0.86,0.81,0.89,nh3,fev1,6,immigrant,False,xgboost
hispanic,420,169.87,150.96,189.66,67450.92,50785.53,85545.45,0.86,0.83,0.90,nh3,fev1,6,immigrant,False,xgboost
other,85,165.60,128.47,204.06,59679.77,36155.26,85643.91,0.87,0.77,0.94,nh3,fev1,6,immigrant,False,xgboost
All,1785,192.75,183.40,202.63,85293.83,75746.39,94811.50,0.85,0.83,0.87,nh4,fev1,6,immigrant,False,xgboost
white,633,185.00,168.62,202.27,81520.40,64383.16,102536.68,0.88,0.84,0.90,nh4,fev1,6,immigrant,False,xgboost
black,372,214.98,190.28,239.12,106002.83,83451.53,131476.93,0.74,0.66,0.81,nh4,fev1,6,immigrant,False,xgboost
asian,88,190.36,153.22,234.43,75443.75,47193.72,108774.38,0.83,0.71,0.90,nh4,fev1,6,immigrant,False,xgboost
hispanic,629,185.84,170.37,202.14,76490.07,63595.56,90400.20,0.85,0.83,0.88,nh4,fev1,6,immigrant,False,xgboost
other,63,206.13,156.58,262.23,93607.80,53722.89,143106.64,0.80,0.67,0.89,nh4,fev1,6,immigrant,False,xgboost
All,1007,369.30,353.13,386.49,219118.68,201148.18,238631.35,0.61,0.57,0.64,nh_val,fev1,7,inc_pov_bin,False,xgboost
white,399,354.65,326.25,381.84,208219.81,174092.18,241820.10,0.67,0.62,0.73,nh_val,fev1,7,inc_pov_bin,False,xgboost
black,222,408.53,366.58,449.25,262899.97,215324.05,314256.67,0.33,0.16,0.46,nh_val,fev1,7,inc_pov_bin,False,xgboost
